,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Chengdu,startLocation_Chongqing,startLocation_Guiyang,startLocation_Kunming,endLocation_Chengdu,endLocation_Chongqing,endLocation_Guiyang,endLocation_Kunming,timespan_1,timespan_2,timespan_3,timespan_4,cost
612,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,0,30432
613,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,0,33343
614,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,0,1,30613
615,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,1,0,28273
616,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,0,1,44333
617,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,0,30613
618,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,0,28273
619,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,0,1,25882
620,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,0,44192
621,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,1,0,0,0,44333
622,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,0,65758
623,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,0,1,30613
624,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,0,30613
625,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,1,0,47973
626,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,0,27962
627,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,0,61490
628,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,1,0,28273
629,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,0,27962
630,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,0,30432
631,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,0,66950
632,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,0,25882
633,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,0,1,30613
634,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,1,0,0,0,44333
635,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,0,33343
636,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,1,0,0,0,55748
637,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,0,1,30613
638,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,0,44192
639,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,0,1,37432
640,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,0,44333
641,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,0,37432
642,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,0,33343
643,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,0,1,30432
644,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,0,1,25882
645,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,0,30613
646,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,0,65758
647,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,1,0,44192
648,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,0,1,66950
649,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,0,65758
650,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,0,1,44192
651,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,0,66950
652,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,0,30432
653,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,0,1,61490
654,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,1,0,0,37432
655,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,0,44192
656,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,0,25882
657,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,0,55748
658,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,0,30432
659,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,0,25882
660,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,0,66950
661,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,0,25882
662,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,0,1,61490
663,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,0,61490
664,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,1,0,28273
665,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,0,44192
666,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,1,0,44192
667,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,0,37432
668,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,0,61490
669,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,0,52263
670,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,0,1,60298
671,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,0,66950
672,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,0,30432
673,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,0,25882
674,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,0,1,37432
675,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,0,27962
676,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,0,1,44333
677,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,0,33343
678,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,0,25882
679,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,0,28273
680,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,0,1,30613
681,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,0,61490
682,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,0,55748
683,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,0,55748
684,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,0,66950
685,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,0,1,0,27962
686,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,0,1,28273
687,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,0,55748
688,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,0,0,1,52263
689,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,0,1,60298
690,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,0,1,40552
691,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,0,28273
692,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,0,33343
693,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,0,1,65758
694,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,0,30432
695,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,1,0,0,66950
696,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,0,1,66950
697,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,0,30432
698,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,0,27962
699,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,0,44192
700,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,1,0,47973
701,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,0,30613
702,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,0,1,0,27962
703,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,0,44192
704,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,0,25882
705,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,0,56810
706,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,0,1,33343
707,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,0,27962
708,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,0,1,56810
709,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,0,1,30432
710,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,0,60298
711,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,1,0,47973
712,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,0,47973
713,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,0,33343
714,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,0,1,65758
715,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,0,56810
716,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,0,1,27962
717,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,0,37432
718,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,0,27962
719,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,0,1,0,52263
720,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,0,56810
721,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25882
722,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,0,66950
723,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,0,60298
724,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,0,52263
725,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,0,1,37432
726,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,0,61490
727,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,0,1,33343
728,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,0,30613
729,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,0,28273
730,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,0,1,40552
731,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,0,65758
732,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,0,1,61490
733,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,0,1,25882
734,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,0,44192
735,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,0,40552
736,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,0,52263
737,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,0,61490
738,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,0,61490
739,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,0,1,61490
740,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,0,27962
741,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,0,33343
742,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,0,56810
743,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,0,1,47973
744,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,1,0,44192
745,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,0,1,55748
746,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,0,40552
747,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,0,66950
748,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,0,30613
749,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,0,47973
750,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,0,44192
751,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,0,28273
752,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,0,44333
753,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,0,66950
754,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,0,25882
755,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,1,0,0,37432
756,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,0,55748
757,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,0,1,66950
758,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,0,1,60298
759,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,0,1,44333
760,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,0,30613
761,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,0,44192
762,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,0,1,37432
763,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,0,1,30432
764,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,0,44333
765,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,0,0,1,52263
766,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,1,0,0,0,66950
767,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,0,1,61490
768,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,1,0,0,0,37432
769,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,0,61490
770,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,1,0,0,0,56810
771,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,0,1,40552
772,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,0,52263
773,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,1,0,0,0,56810
774,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,0,37432
775,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,1,0,0,28273
776,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,0,44192
777,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,0,61490
778,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,1,0,0,0,44333
779,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,0,27962
780,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,0,33343
781,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,1,0,0,0,52263
782,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,0,47973
783,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,0,56810
784,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,0,33343
785,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,0,65758
786,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,0,61490
787,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,1,0,0,55748
788,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,0,44333
789,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,0,30613
790,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,0,44192
791,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,0,1,37432
792,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,0,40552
793,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,0,61490
794,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,0,66950
795,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,0,1,30613
796,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,1,0,66950
797,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,0,1,40552
798,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,0,1,33343
799,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,0,55748
800,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,0,1,56810
801,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,1,0,56810
802,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,0,30432
803,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,0,61490
804,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,1,0,0,0,37432
805,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,0,30432
806,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,0,25882
807,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,0,47973
808,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,0,55748
809,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,0,60298
810,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,0,30613
811,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,1,0,0,0,55748
812,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,0,30613
813,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,0,27962
814,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,1,0,0,37432
815,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,0,1,44333
816,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,0,27962
817,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,0,44192
818,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,0,25882
819,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,1,0,0,28273
820,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,1,0,28273
821,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,0,30613
822,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,0,1,28273
823,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,0,44333
824,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25882
825,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,1,0,47973
826,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,0,65758
827,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,0,1,37432
828,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,0,1,65758
829,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,0,25882
830,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,0,1,0,52263
831,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,0,40552
832,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,0,1,56810
833,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,0,47973
834,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,0,52263
835,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,0,52263
836,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,0,1,37432
837,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,0,61490
838,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,0,1,37432
839,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,1,0,0,28273
840,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,0,47973
841,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,0,25882
842,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,0,27962
843,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,0,27962
844,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,0,33343
845,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,0,1,30613
846,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,0,1,44333
847,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,1,0,0,0,37432
848,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,0,44333
849,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,0,1,28273
850,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,0,66950
851,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,0,25882
852,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,1,0,40552
853,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,0,1,60298
854,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,0,27962
855,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,0,1,56810
856,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,1,0,0,56810
857,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,0,30432
858,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,0,44192
859,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,0,1,44333
860,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,0,30432
861,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,0,61490
862,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,0,1,47973
863,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,0,40552
864,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,0,25882
865,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,1,0,65758
866,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,0,30432
867,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,0,30613
868,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,0,40552
869,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,0,33343
870,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,0,1,66950
871,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,0,65758
872,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25882
873,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,0,65758
874,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,0,65758
875,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,0,1,30432
876,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,0,47973
877,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,0,60298
878,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,0,66950
879,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,0,30432
880,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,0,56810
881,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,0,33343
882,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,0,28273
883,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,0,44192
884,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,0,61490
885,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,0,55748
886,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,0,33343
887,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,0,47973
888,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,0,0,1,52263
889,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,0,47973
890,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,0,28273
891,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,0,60298
892,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,0,33343
893,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,0,52263
894,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,0,28273
895,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,0,1,30613
896,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,0,66950
897,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,0,1,56810
898,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,0,52263
899,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,1,0,0,66950
900,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,0,33343
901,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,0,1,25882
902,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,0,66950
903,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,0,1,44333
904,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,0,1,47973
905,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,0,27962
906,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,0,44192
907,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,1,0,0,44333
908,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,1,0,0,0,65758
909,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,0,40552
910,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,0,30613
911,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,1,0,0,0,44333
912,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,0,1,40552
913,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,0,1,65758
914,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,0,52263
915,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,0,28273
916,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,0,30613
917,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,0,27962
918,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,0,1,33343
919,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,1,0,0,0,65758
