,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Hangzhou,startLocation_Hefei,startLocation_Shanghai,startLocation_Wuxi,endLocation_Hangzhou,endLocation_Hefei,endLocation_Shanghai,endLocation_Wuxi,timespan_2,timespan_3,timespan_4,timespan_5,cost
1469,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,1,0,0,0,60869
1470,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,1,0,60869
1471,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,18379
1472,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,0,1,19819
1473,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,1,0,0,0,19819
1474,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,1,0,72221
1475,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,0,1,53381
1476,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,1,0,0,19819
1477,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,0,1,53381
1478,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,1,51509
1479,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,1,0,0,60869
1480,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,1,0,53381
1481,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,0,1,18379
1482,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,1,0,66221
1483,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,45221
1484,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,51509
1485,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,24893
1486,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,49061
1487,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,1,0,0,0,24893
1488,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,22973
1489,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,27053
1490,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,45221
1491,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,1,0,66221
1492,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,1,0,61181
1493,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,0,1,21739
1494,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,21739
1495,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,0,1,53381
1496,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,1,18379
1497,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,1,45221
1498,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,1,0,0,21739
1499,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,1,0,61181
1500,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,24893
1501,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,1,0,0,0,66221
1502,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,1,0,21739
1503,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,1,0,0,0,22973
1504,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,1,0,0,0,53381
1505,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,19819
1506,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,1,0,60869
1507,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,1,0,0,22973
1508,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,18379
1509,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,1,0,0,27053
1510,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,1,0,0,24893
1511,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,1,0,0,0,60869
1512,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,1,24893
1513,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,1,0,0,0,18379
1514,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,24893
1515,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,1,0,0,0,72221
1516,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,24893
1517,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,1,0,0,19819
1518,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,0,1,18379
1519,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,1,0,0,0,72221
1520,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,1,0,0,66221
1521,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,1,0,0,24893
1522,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,1,0,45221
1523,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,1,0,0,0,19819
1524,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,1,0,0,18379
1525,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,0,1,49061
1526,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,1,0,66221
1527,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,49061
1528,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,1,72221
1529,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,1,0,0,0,51509
1530,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,18379
1531,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,1,0,0,60869
1532,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,1,0,55829
1533,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,21739
1534,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,0,1,45221
1535,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,60869
1536,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,18379
1537,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,1,0,0,21739
1538,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,1,0,49061
1539,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,1,0,0,0,19819
1540,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,1,0,55829
1541,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,1,0,0,0,55829
1542,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,24893
1543,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,1,0,0,0,18379
1544,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,1,0,0,0,18379
1545,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,1,0,53381
1546,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,1,0,0,0,53381
1547,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,1,0,0,45221
1548,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,0,1,53381
1549,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,0,1,53381
1550,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,21739
1551,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,19819
1552,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,1,0,18379
1553,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,1,55829
1554,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,1,0,21739
1555,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,1,0,55829
1556,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,1,0,45221
1557,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,1,0,18379
1558,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,1,0,66221
1559,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,1,0,21739
1560,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,1,0,0,18379
1561,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,1,0,0,60869
1562,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,1,0,0,0,22973
1563,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,24893
1564,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,1,0,55829
1565,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,1,0,0,19819
1566,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,1,0,0,22973
1567,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,1,0,0,0,61181
1568,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,1,0,0,24893
1569,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,1,0,0,0,53381
1570,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,1,0,0,60869
1571,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,1,0,51509
1572,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,1,27053
1573,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,1,0,0,0,49061
1574,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,1,0,0,45221
1575,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,1,0,18379
1576,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,1,0,0,0,22973
1577,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,1,0,0,60869
1578,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,1,0,53381
1579,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,1,0,49061
1580,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,1,0,21739
1581,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,1,0,0,0,19819
1582,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,45221
1583,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,21739
1584,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,1,0,72221
1585,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,27053
1586,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,19819
1587,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,1,0,61181
1588,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,51509
1589,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,1,72221
1590,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,51509
1591,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,1,0,0,18379
1592,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,1,0,0,0,61181
1593,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,1,0,0,53381
1594,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,45221
1595,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,1,0,0,18379
1596,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,1,22973
1597,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,1,0,45221
1598,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,1,0,60869
1599,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,0,1,27053
1600,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,24893
1601,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,1,0,0,24893
1602,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,21739
1603,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,22973
1604,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,1,0,0,0,55829
1605,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,1,0,0,60869
1606,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,1,0,55829
1607,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,0,1,27053
1608,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,1,0,0,0,18379
1609,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,1,0,0,19819
1610,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,24893
1611,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,24893
1612,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,1,19819
1613,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,0,1,51509
1614,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,1,0,19819
1615,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,1,0,18379
1616,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,1,0,0,53381
1617,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,1,22973
1618,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,0,1,21739
1619,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,1,51509
1620,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,0,1,53381
1621,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,1,0,0,0,22973
1622,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,0,1,53381
1623,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,1,0,0,0,22973
1624,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,1,45221
1625,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,1,0,0,22973
1626,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,60869
1627,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,1,0,21739
1628,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,1,66221
1629,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,1,0,19819
1630,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,1,0,0,55829
1631,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,1,0,21739
1632,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,1,0,0,0,53381
1633,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,1,0,0,0,60869
1634,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,21739
1635,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,18379
1636,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,18379
1637,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,18379
1638,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,21739
1639,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,1,0,21739
1640,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,1,0,66221
1641,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,1,0,0,0,18379
1642,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,1,0,0,22973
1643,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,1,0,66221
1644,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,1,0,0,0,61181
1645,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,1,0,0,24893
1646,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,1,0,0,19819
1647,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,1,0,0,53381
1648,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,1,0,24893
1649,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,27053
1650,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,0,1,21739
1651,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,1,45221
1652,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,1,0,0,0,55829
1653,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,1,0,0,0,72221
1654,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,0,1,18379
1655,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,1,0,18379
1656,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,1,0,61181
1657,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,1,0,0,21739
1658,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,1,0,0,53381
1659,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,1,0,0,0,18379
1660,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,1,0,61181
1661,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,1,55829
1662,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,1,0,0,0,66221
1663,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,1,0,0,22973
1664,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,1,0,0,0,27053
1665,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,1,0,18379
1666,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,0,1,18379
1667,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,1,0,18379
1668,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,1,72221
1669,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,1,0,0,19819
1670,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,1,0,0,0,72221
1671,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,49061
1672,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,1,0,49061
1673,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,1,66221
1674,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,1,0,0,0,61181
1675,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,1,45221
1676,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,1,0,0,60869
1677,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,1,0,24893
1678,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,22973
1679,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,1,0,0,61181
1680,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,1,0,0,0,53381
1681,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,0,1,18379
1682,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,1,0,0,27053
1683,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,21739
1684,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,21739
1685,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,1,18379
1686,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,1,0,19819
1687,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,1,0,53381
1688,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,1,0,0,19819
1689,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,1,0,0,19819
1690,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,45221
1691,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,1,0,0,22973
1692,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,1,0,49061
1693,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,0,1,18379
1694,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,1,0,53381
1695,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,1,66221
1696,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,1,0,0,0,51509
1697,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,1,0,0,0,66221
1698,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,1,0,0,0,18379
1699,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,0,1,49061
1700,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,1,0,0,21739
1701,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,1,0,24893
1702,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,1,0,0,0,45221
1703,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,1,72221
1704,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,1,0,0,53381
1705,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,1,18379
1706,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,1,0,0,0,22973
1707,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,1,0,0,0,55829
1708,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,1,0,21739
1709,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,1,0,0,24893
1710,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,21739
1711,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,1,0,0,0,51509
1712,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,22973
1713,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,51509
1714,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,1,72221
1715,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,1,0,0,72221
1716,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,72221
1717,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,1,0,0,18379
1718,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,1,0,18379
1719,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,1,55829
1720,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,24893
1721,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,1,0,21739
1722,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,1,0,0,66221
1723,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,1,0,0,0,61181
1724,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,21739
1725,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,1,0,0,72221
1726,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,19819
1727,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,21739
1728,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,1,19819
1729,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,0,1,53381
1730,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,45221
1731,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,1,27053
1732,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,1,0,0,0,51509
1733,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,0,1,53381
1734,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,1,0,0,0,21739
1735,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,1,0,51509
1736,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,1,0,51509
1737,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,1,0,0,0,55829
1738,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,1,0,21739
1739,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,22973
1740,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,1,0,18379
1741,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,1,19819
1742,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,1,0,0,49061
1743,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,1,19819
1744,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,1,0,61181
1745,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,1,0,0,53381
1746,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,1,0,0,22973
1747,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,1,27053
1748,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,24893
1749,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,0,1,21739
1750,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,1,55829
1751,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,0,1,49061
1752,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,1,0,0,45221
1753,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,18379
1754,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,19819
1755,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,1,0,0,19819
1756,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,0,1,61181
1757,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,0,1,19819
1758,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,1,0,0,0,18379
1759,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,1,0,72221
1760,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,1,0,0,0,21739
1761,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,21739
1762,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,1,0,0,19819
1763,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,1,0,0,21739
1764,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,1,0,0,49061
1765,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,1,0,49061
1766,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,1,0,53381
1767,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,18379
1768,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,1,51509
1769,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,1,0,0,27053
