,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Hangzhou,startLocation_Hefei,startLocation_Shanghai,startLocation_Wuxi,endLocation_Hangzhou,endLocation_Hefei,endLocation_Shanghai,endLocation_Wuxi,timespan_1,timespan_2,timespan_3,timespan_4,timespan_5,cost
585,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,36610
586,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,10060
587,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,33610
588,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,9340
589,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,22980
590,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,9340
591,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,30856
592,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,22980
593,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,22980
594,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,30856
595,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,10060
596,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,26176
597,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,9340
598,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,13715
599,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,9340
600,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,9340
601,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9340
602,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,31090
603,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33610
604,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,36610
605,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,12635
606,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,26176
607,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,11675
608,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,10060
609,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,11020
610,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,9340
611,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,30856
612,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,13715
613,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,11020
614,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,28336
615,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,12635
616,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10060
617,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,10060
618,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,9340
619,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,13715
620,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,11020
621,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,27060
622,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,28336
623,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,30856
624,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,26176
625,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,11675
626,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,12635
627,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,13715
628,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,11020
629,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,10060
630,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,22980
631,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,30856
632,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,12635
633,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,11675
634,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31090
635,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,11020
636,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,22980
637,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,26176
638,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,22980
639,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,33610
640,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,22980
641,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,28336
642,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,28336
643,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,11675
644,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,11020
645,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,24900
646,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,26176
647,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31090
648,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,31090
649,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,11675
650,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31090
651,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,13715
652,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,27060
653,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,22980
654,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,28336
655,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,24900
656,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,9340
657,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,10060
658,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,28336
659,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,13715
660,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,11020
661,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,9340
662,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,11020
663,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,22980
664,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10060
665,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10060
666,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,22980
667,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,28336
668,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,11020
669,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,30856
670,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,12635
671,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,26176
672,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,12635
673,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,13715
674,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,13715
675,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,9340
676,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,33610
677,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,13715
678,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,13715
679,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,11675
680,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,12635
681,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,10060
682,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,9340
683,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,11020
684,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,9340
685,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,12635
686,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,10060
687,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,12635
688,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,10060
689,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,13715
690,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,27060
691,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,13715
692,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,26176
693,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,22980
694,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,30856
695,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31090
696,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,13715
697,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,31090
698,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,10060
699,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,26176
700,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,12635
701,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,33610
702,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,24900
703,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,22980
704,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,22980
705,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,10060
706,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,26176
707,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,10060
708,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,22980
709,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,28336
710,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,30856
711,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,22980
712,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,26176
713,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,13715
714,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,11675
715,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,28336
716,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,31090
717,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,26176
718,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,9340
719,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,12635
720,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,28336
721,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,11020
722,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,10060
723,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,36610
724,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,9340
725,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,11020
726,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,30856
727,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,11020
728,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,9340
729,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,13715
730,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,26176
731,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,27060
732,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31090
733,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,36610
734,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,33610
735,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,11020
736,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,36610
737,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,28336
738,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,11020
739,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,9340
740,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,9340
741,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,27060
742,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,30856
743,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,27060
744,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,11020
745,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,36610
746,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,28336
747,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,11020
748,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,9340
749,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,10060
750,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,28336
751,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,27060
752,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,9340
753,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,24900
754,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,12635
755,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,22980
756,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,27060
757,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,11675
758,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,9340
759,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,12635
760,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,30856
761,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,24900
762,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,28336
763,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,28336
764,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,12635
765,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,30856
766,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,26176
767,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,22980
768,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,28336
769,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,11675
770,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,28336
771,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,22980
772,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,30856
773,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11675
774,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,11675
775,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,9340
776,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,27060
777,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,28336
778,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,13715
779,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,27060
780,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,10060
781,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,10060
782,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,36610
783,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,11675
784,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,11675
785,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,10060
786,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,28336
787,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,33610
788,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,33610
789,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,10060
790,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,31090
791,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,30856
792,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,30856
793,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10060
794,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,11675
795,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,26176
796,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,27060
797,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,11675
798,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,9340
799,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,36610
800,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,13715
801,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31090
802,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,24900
803,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,12635
804,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,11675
805,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,10060
806,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,10060
807,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,9340
808,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,26176
809,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,36610
810,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,24900
811,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,22980
812,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10060
813,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,28336
814,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,33610
815,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31090
816,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,10060
817,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,11020
818,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,10060
819,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,33610
820,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,10060
821,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,10060
822,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,12635
823,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,11020
824,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,28336
825,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,27060
826,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,36610
827,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,13715
828,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31090
829,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,31090
830,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,36610
831,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,31090
832,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,33610
833,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,26176
834,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,22980
835,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,26176
836,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,11020
837,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,26176
838,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,9340
839,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,12635
840,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,36610
841,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,36610
842,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,36610
843,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,13715
844,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,26176
845,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,28336
846,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,27060
847,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,30856
848,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,10060
849,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,26176
850,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,26176
851,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,33610
852,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31090
853,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,26176
854,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,22980
855,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,22980
856,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,36610
857,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,10060
858,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,11020
859,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,11675
860,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,9340
861,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,28336
862,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,33610
863,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,28336
864,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,11675
865,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,28336
866,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,11020
867,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,22980
868,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,30856
869,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,10060
870,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,11675
871,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,9340
872,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,28336
873,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,24900
874,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,28336
875,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,13715
876,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,11020
877,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,11020
878,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,10060
