,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Chengdu,startLocation_Chongqing,startLocation_Guiyang,startLocation_Kunming,endLocation_Chengdu,endLocation_Chongqing,endLocation_Guiyang,endLocation_Kunming,timespan_2,timespan_3,timespan_4,cost
641,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,1,105199
642,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,98285
643,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,1,0,0,89029
644,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,45151
645,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,45151
646,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,48684
647,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,1,0,0,70799
648,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
649,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
650,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,44694
651,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,45151
652,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,105199
653,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,76679
654,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,48931
655,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,48931
656,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,64817
657,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,48684
658,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,48931
659,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,48684
660,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,48931
661,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,98285
662,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,1,0,96379
663,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,53341
664,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,64817
665,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,105199
666,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,83609
667,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
668,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
669,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,83609
670,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,41334
671,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,44694
672,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,98285
673,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,1,0,0,70799
674,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,1,90725
675,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,70799
676,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,105199
677,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,44694
678,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,83609
679,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,41334
680,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,1,0,64817
681,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
682,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,1,90725
683,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,48931
684,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,0,1,83609
685,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,89029
686,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,41334
687,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,70799
688,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,1,107105
689,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,1,0,0,70799
690,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,44694
691,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,70799
692,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,64817
693,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,41334
694,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,53341
695,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,1,0,59777
696,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,45151
697,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,1,0,90725
698,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,41334
699,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,41334
700,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,48931
701,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,70697
702,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,41334
703,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,53341
704,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,0,1,44694
705,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,1,45151
706,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,90725
707,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,64817
708,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,0,1,83609
709,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,53341
710,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,70697
711,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,83609
712,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,70697
713,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,70697
714,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,48684
715,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,70799
716,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,64817
717,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
718,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,98285
719,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,76679
720,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,48684
721,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,70799
722,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,48931
723,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,45151
724,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,48684
725,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,1,105199
726,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,98285
727,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,1,0,45151
728,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,59777
729,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,1,0,0,107105
730,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,98285
731,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,41334
732,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,1,76679
733,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,1,90725
734,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,98285
735,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,70799
736,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,89029
737,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,107105
738,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,96379
739,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,48931
740,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,1,45151
741,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,107105
742,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,41334
743,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,1,0,89029
744,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,1,0,0,105199
745,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,53341
746,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,45151
747,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,1,59777
748,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,41334
749,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,90725
750,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,89029
751,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,1,0,0,107105
752,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,98285
753,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,90725
754,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,64817
755,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,76679
756,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,70697
757,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,64817
758,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,45151
759,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,89029
760,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,64817
761,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,70697
762,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,96379
763,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,107105
764,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,96379
765,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,98285
766,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,1,0,0,90725
767,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,48684
768,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,98285
769,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,48931
770,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,44694
771,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
772,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,90725
773,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,59777
774,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,53341
775,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
776,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,98285
777,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,105199
778,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,96379
779,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,96379
780,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,48684
781,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,89029
782,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,53341
783,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,1,0,0,89029
784,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,48931
785,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,64817
786,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,1,0,0,89029
787,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,53341
788,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
789,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,41334
790,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,70697
791,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,70799
792,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,1,0,0,59777
793,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,1,90725
794,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,48684
795,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,98285
796,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,45151
797,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,70799
798,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
799,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,70697
800,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,70799
801,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,1,59777
802,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,70697
803,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,59777
804,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,41334
805,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,53341
806,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,64817
807,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,107105
808,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,1,76679
809,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,1,0,90725
810,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,83609
811,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,41334
812,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,41334
813,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,53341
814,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,1,0,89029
815,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,53341
816,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,96379
817,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,48931
818,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,44694
819,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,59777
820,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,90725
821,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,96379
822,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,105199
823,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,48684
824,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,41334
825,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,53341
826,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,83609
827,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,90725
828,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,76679
829,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,105199
830,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,64817
831,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
832,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,41334
833,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,48684
834,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,64817
835,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,89029
836,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,76679
837,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,83609
838,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,107105
839,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,48684
840,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,1,0,0,70799
841,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,44694
842,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
843,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,105199
844,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,1,105199
845,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,1,0,0,105199
846,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,1,107105
847,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,90725
848,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,70799
849,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,1,59777
850,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,89029
851,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,70799
852,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,83609
853,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,41334
854,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,107105
855,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,64817
856,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,45151
857,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,45151
858,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,53341
859,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,70697
860,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,70697
861,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,59777
862,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,53341
863,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,70697
864,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,48684
865,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,1,0,70799
866,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,48931
867,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
868,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,0,1,44694
869,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,41334
870,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,90725
871,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,70697
872,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,76679
873,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,48931
874,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,107105
875,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,48684
876,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,1,0,96379
877,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,0,1,89029
878,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,64817
879,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,41334
880,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,70697
881,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,1,64817
882,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,96379
883,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,1,0,0,90725
884,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,44694
885,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,41334
886,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,53341
887,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,1,90725
888,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,41334
889,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
890,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,70697
891,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
892,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,70697
893,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,1,0,0,59777
894,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,1,107105
895,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,44694
896,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,53341
897,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,107105
898,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,1,0,96379
899,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
900,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,45151
901,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,53341
902,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,53341
903,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,48684
904,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,90725
905,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,53341
906,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,1,0,107105
907,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,48931
908,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,105199
909,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,0,1,89029
910,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,53341
911,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,48931
912,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,44694
913,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,1,59777
914,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,70799
915,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,90725
916,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,1,0,0,48931
917,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,70697
918,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,48931
919,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,90725
920,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
921,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,90725
922,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,98285
923,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,1,0,96379
924,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,48931
925,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,98285
926,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,53341
927,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
928,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,48931
929,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,41334
930,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,48931
931,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,45151
932,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,90725
933,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,59777
934,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,98285
935,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,76679
936,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,53341
937,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,1,0,107105
938,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,41334
939,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,89029
940,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,48931
941,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,105199
942,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,59777
943,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,48684
944,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,98285
945,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,53341
946,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
947,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,59777
948,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,70697
949,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,98285
950,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
951,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,105199
952,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,1,0,0,70799
953,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,96379
954,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,44694
955,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,70799
956,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
957,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,45151
958,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,44694
959,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,90725
960,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,1,0,0,70799
961,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,90725
962,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,1,0,0,70799
