,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Hangzhou,startLocation_Hefei,startLocation_Shanghai,startLocation_Wuxi,endLocation_Hangzhou,endLocation_Hefei,endLocation_Shanghai,endLocation_Wuxi,timespan_2,timespan_3,timespan_4,timespan_5,cost
612,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,1,0,12532
613,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,1,0,15739
614,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,1,0,0,32599
615,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,32599
616,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,1,45618
617,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,1,0,0,33719
618,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,1,45618
619,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,1,0,0,0,45618
620,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,14539
621,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38718
622,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,0,1,33719
623,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,1,0,12532
624,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,12532
625,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,1,0,0,12532
626,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,1,45618
627,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,1,0,0,13732
628,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,1,0,0,38718
629,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,1,0,0,0,11632
630,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,1,0,0,0,38449
631,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,1,0,0,0,13732
632,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,14539
633,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,1,17089
634,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,1,0,12532
635,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,1,0,0,17089
636,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,1,38449
637,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,1,0,0,17089
638,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,1,0,0,41868
639,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,0,1,33719
640,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13732
641,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,1,0,15739
642,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,1,0,0,12532
643,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,13732
644,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14539
645,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,1,0,0,32599
646,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,0,1,11632
647,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,1,0,0,14539
648,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,0,1,11632
649,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,1,35299
650,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,0,1,31019
651,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,0,1,12532
652,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28619
653,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,1,41868
654,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,1,0,0,0,12532
655,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,1,0,14539
656,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,1,0,0,0,41868
657,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,12532
658,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,1,0,38449
659,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,1,0,0,33719
660,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,13732
661,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,1,0,0,0,14539
662,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,13732
663,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,1,0,11632
664,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,1,0,0,11632
665,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28619
666,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,1,0,0,35299
667,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,1,0,32599
668,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,1,0,0,12532
669,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,0,1,38718
670,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,1,0,0,0,32599
671,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,1,0,0,0,17089
672,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,1,0,32599
673,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,1,0,0,0,12532
674,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,1,0,35299
675,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,1,0,33719
676,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,0,1,31019
677,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,12532
678,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,0,1,17089
679,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,1,0,35299
680,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,1,0,0,28619
681,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,1,0,0,0,38718
682,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,1,0,0,0,14539
683,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,1,0,0,0,13732
684,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,1,0,0,15739
685,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,1,0,12532
686,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,1,0,0,15739
687,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,1,38449
688,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,1,0,0,28619
689,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,1,0,0,0,35299
690,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,1,0,0,0,11632
691,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,12532
692,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,1,0,38718
693,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,1,32599
694,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,1,0,41868
695,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,13732
696,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,1,0,31019
697,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,1,0,11632
698,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,0,1,13732
699,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,38449
700,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,1,0,0,0,11632
701,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,1,0,0,31019
702,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,0,1,38718
703,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,1,0,0,0,32599
704,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,0,1,14539
705,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,1,0,32599
706,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,1,0,0,0,14539
707,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,1,0,11632
708,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,1,0,38718
709,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,1,0,0,12532
710,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13732
711,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,11632
712,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,0,1,12532
713,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,1,0,0,0,31019
714,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,45618
715,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,1,45618
716,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,1,0,0,12532
717,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,28619
718,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,1,0,0,0,11632
719,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,1,0,0,0,35299
720,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,1,41868
721,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,1,0,0,32599
722,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,1,0,0,0,45618
723,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,0,0,1,31019
724,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,1,41868
725,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,1,0,17089
726,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28619
727,2,284.57330097340963,203,0,0,0,0,0,1,0,1,0,0,0,0,1,0,31019
728,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,1,28619
729,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,1,0,0,28619
730,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,1,0,45618
731,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13732
732,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,1,0,0,0,13732
733,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,1,35299
734,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,13732
735,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,1,0,38449
736,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,1,0,0,0,14539
737,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,1,0,45618
738,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,32599
739,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,1,35299
740,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,1,41868
741,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,1,0,0,0,17089
742,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,1,0,0,12532
743,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,28619
744,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,1,32599
745,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,1,0,13732
746,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,1,0,0,35299
747,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,1,0,33719
748,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,0,1,0,11632
749,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,0,1,38718
750,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,1,45618
751,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,1,0,35299
752,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,1,0,0,33719
753,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,1,0,0,0,35299
754,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,1,0,28619
755,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,1,0,17089
756,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,1,0,0,0,12532
757,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38449
758,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28619
759,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,1,0,0,15739
760,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,1,0,0,0,15739
761,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,1,0,0,0,11632
762,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,0,1,38718
763,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,0,1,35299
764,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38718
765,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,0,1,32599
766,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,1,0,38449
767,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,1,0,0,0,14539
768,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,1,0,0,0,38449
769,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,1,0,0,12532
770,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,1,0,0,45618
771,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,1,0,0,35299
772,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,1,0,0,0,17089
773,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,13732
774,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,1,0,0,0,33719
775,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,1,0,0,0,45618
776,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,1,0,45618
777,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,1,41868
778,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,15739
779,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,1,0,38449
780,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,0,0,1,0,35299
781,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,1,0,0,41868
782,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,0,1,13732
783,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,0,1,13732
784,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,1,12532
785,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,1,0,28619
786,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,1,0,15739
787,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,1,28619
788,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,1,0,38449
789,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,1,0,45618
790,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,1,0,0,0,33719
791,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,1,0,0,0,28619
792,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,1,0,0,15739
793,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,31019
794,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,0,0,1,45618
795,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,1,0,33719
796,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38718
797,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,1,0,0,38449
798,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,1,0,0,12532
799,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,1,0,0,38718
800,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,1,0,41868
801,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,0,1,32599
802,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,1,35299
803,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,0,0,1,38718
804,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,1,0,0,35299
805,2,324.5665668056832,231,0,0,1,0,0,0,0,1,0,0,1,0,0,0,35299
806,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,13732
807,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,15739
808,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,1,0,0,0,12532
809,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,1,45618
810,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,45618
811,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38718
812,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,15739
813,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,1,0,0,0,33719
814,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,0,1,13732
815,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,1,0,0,0,15739
816,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,1,0,0,0,14539
817,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,1,0,0,12532
818,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,1,0,0,0,35299
819,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,15739
820,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28619
821,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,1,0,0,32599
822,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,1,0,0,0,41868
823,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,1,0,0,0,12532
824,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,11632
825,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,1,0,14539
826,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,1,0,14539
827,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,1,0,17089
828,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,1,0,0,0,31019
829,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,1,0,0,0,13732
830,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,1,0,0,0,41868
831,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,1,0,12532
832,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,1,0,38449
833,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,1,0,0,32599
834,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,11632
835,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,1,0,0,41868
836,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,1,12532
837,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38449
838,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,0,1,0,32599
839,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,1,0,0,45618
840,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28619
841,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,0,0,1,28619
842,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,1,0,0,0,11632
843,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,1,41868
844,3,144.91306819366292,95,0,0,1,0,0,0,0,0,0,1,0,0,1,0,14539
845,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,1,0,0,41868
846,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,1,0,0,0,15739
847,3,384.3880645071777,253,0,0,0,1,0,0,0,0,1,0,0,0,0,1,38718
848,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,1,0,0,0,11632
849,3,116.09922555340886,76,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11632
850,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,0,0,0,1,32599
851,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,1,0,12532
852,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,1,35299
853,3,324.5665668056832,213,0,0,0,1,0,0,1,0,0,0,0,1,0,0,32599
854,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,1,0,12532
855,3,324.5665668056832,213,0,0,1,0,0,0,0,1,0,0,1,0,0,0,32599
856,1,284.57330097340963,221,0,0,0,0,0,1,0,1,0,0,0,0,1,0,33719
857,3,284.57330097340963,187,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28619
858,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,1,0,0,15739
859,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,1,0,0,0,38449
860,3,116.09922555340886,76,0,0,0,0,1,0,1,0,0,0,0,1,0,0,11632
861,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,0,1,41868
862,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,0,1,13732
863,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,0,0,1,13732
864,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,1,0,0,0,45618
865,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38449
866,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,1,0,0,0,12532
867,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,1,0,15739
868,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,1,0,17089
869,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,0,1,35299
870,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,0,1,12532
871,1,284.57330097340963,221,0,0,0,1,0,0,0,0,0,1,0,0,1,0,33719
872,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,1,0,0,12532
873,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,1,0,0,45618
874,2,284.57330097340963,203,0,0,0,1,0,0,0,0,0,1,0,1,0,0,31019
875,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,38449
876,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,1,0,0,11632
877,2,116.09922555340886,82,0,0,1,0,0,0,0,0,1,0,0,0,0,1,12532
878,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,1,0,0,0,41868
879,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,13732
880,1,116.1316602594519,90,0,0,0,0,1,0,0,0,0,1,0,1,0,0,13732
881,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,1,0,0,38449
882,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,1,41868
883,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28619
884,1,384.3880645071777,299,0,0,0,1,0,0,0,0,1,0,0,0,0,1,45618
885,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,15739
886,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,1,0,35299
887,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,45618
888,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,1,0,0,38449
889,3,284.57330097340963,187,0,0,0,1,0,0,0,0,0,1,0,0,1,0,28619
890,2,384.3880645071777,274,0,0,0,1,0,0,0,0,1,0,0,0,0,1,41868
891,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,1,0,0,0,38718
892,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,14539
893,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,1,0,0,38449
894,3,116.1316602594519,76,0,0,0,0,1,0,0,0,0,1,0,1,0,0,11632
895,2,116.1316602594519,82,0,0,0,0,0,1,0,0,1,0,0,0,1,0,12532
896,1,324.5665668056832,252,0,0,0,1,0,0,1,0,0,0,0,0,0,1,38449
897,2,116.1316602594519,82,0,0,0,0,1,0,0,0,0,1,0,0,0,1,12532
898,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,0,1,38449
899,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,1,0,38449
900,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,0,1,12532
901,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,1,0,0,0,38718
902,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,0,1,13732
903,2,384.3880645071777,274,0,0,0,0,1,0,0,1,0,0,0,0,1,0,41868
904,1,144.91306819366292,112,0,0,1,0,0,0,0,0,0,1,0,0,1,0,17089
905,2,116.09922555340886,82,0,0,0,0,1,0,1,0,0,0,0,0,1,0,12532
906,2,144.91306819366292,103,0,0,0,0,0,1,1,0,0,0,0,0,0,1,15739
907,3,116.1316602594519,76,0,0,0,0,0,1,0,0,1,0,0,0,0,1,11632
908,1,116.1316602594519,90,0,0,0,0,0,1,0,0,1,0,0,0,1,0,13732
909,3,384.3880645071777,253,0,0,0,0,1,0,0,1,0,0,0,1,0,0,38718
910,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,1,0,35299
911,1,116.09922555340886,90,0,0,0,0,1,0,1,0,0,0,0,0,1,0,13732
912,1,324.5665668056832,252,0,0,1,0,0,0,0,1,0,0,0,0,1,0,38449
913,3,144.91306819366292,95,0,0,0,0,0,1,1,0,0,0,0,0,1,0,14539
914,1,384.3880645071777,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,45618
915,2,324.5665668056832,231,0,0,0,1,0,0,1,0,0,0,0,0,1,0,35299
916,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,1,0,0,17089
917,1,116.09922555340886,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,13732
918,2,144.91306819366292,103,0,0,1,0,0,0,0,0,0,1,0,0,0,1,15739
919,1,144.91306819366292,112,0,0,0,0,0,1,1,0,0,0,0,0,0,1,17089
