,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Chengdu,startLocation_Chongqing,startLocation_Guiyang,startLocation_Kunming,endLocation_Chengdu,endLocation_Chongqing,endLocation_Guiyang,endLocation_Kunming,timespan_2,timespan_3,timespan_4,timespan_5,cost
612,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,0,89330
613,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,0,44473
614,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,0,89330
615,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,1,0,0,80948
616,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,0,1,89330
617,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,0,44232
618,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,0,1,64373
619,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,0,44473
620,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,0,44232
621,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,0,1,44473
622,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,0,44232
623,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,0,1,41053
624,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,0,1,95578
625,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,0,1,44232
626,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,0,64232
627,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,0,41053
628,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,0,44232
629,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,0,82490
630,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,0,1,0,80948
631,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,0,44473
632,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,0,1,82490
633,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,0,1,44473
634,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,0,54352
635,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,0,54352
636,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,0,69693
637,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,0,1,0,40622
638,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,0,37582
639,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,0,40622
640,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,0,1,89330
641,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,0,37582
642,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,0,41053
643,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,0,44473
644,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,0,95578
645,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,0,40622
646,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,0,44473
647,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,0,82490
648,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,1,0,0,54352
649,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,1,0,41053
650,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,0,1,75963
651,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,0,80948
652,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,0,1,95578
653,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,0,87598
654,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,0,48463
655,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,0,97310
656,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,0,44232
657,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,0,1,87598
658,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,0,97310
659,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,0,82490
660,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,0,89330
661,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,0,89330
662,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,0,80948
663,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,0,1,64373
664,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,0,54352
665,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,0,44232
666,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,0,64232
667,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,0,40622
668,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,0,64232
669,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,1,0,0,0,82490
670,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,0,1,97310
671,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,0,64232
672,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,0,40622
673,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,1,0,0,0,95578
674,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,0,48463
675,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,0,64232
676,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,0,1,89330
677,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,0,40622
678,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,0,97310
679,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,0,44473
680,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,1,0,58912
681,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,0,80948
682,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,0,48463
683,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,0,1,64232
684,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,0,1,0,40622
685,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,0,1,48463
686,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,0,64232
687,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,0,64232
688,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,1,0,95578
689,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,0,95578
690,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,1,0,0,82490
691,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,0,1,80948
692,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,0,41053
693,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,0,64373
694,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,0,69693
695,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,0,1,41053
696,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,0,95578
697,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,0,69693
698,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,0,1,87598
699,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,0,44232
700,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,0,37582
701,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,0,1,40622
702,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,0,41053
703,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,0,82490
704,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,1,0,64232
705,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,1,0,0,0,44473
706,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,0,44473
707,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,0,48463
708,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,0,1,87598
709,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,0,44232
710,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,0,40622
711,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,0,1,69693
712,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,0,37582
713,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,0,1,64373
714,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,0,80948
715,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,0,58912
716,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,0,75963
717,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,0,1,44473
718,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,0,87598
719,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,0,75963
720,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,0,40622
721,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,0,75963
722,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,0,80948
723,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,0,82490
724,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,0,95578
725,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,0,1,0,40622
726,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,0,37582
727,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,0,58912
728,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,0,1,54352
729,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,0,69693
730,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,0,44232
731,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,0,1,64373
732,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,0,37582
733,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,1,0,69693
734,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,1,0,0,80948
735,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,0,1,58912
736,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,0,1,82490
737,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,1,0,0,0,69693
738,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,0,1,41053
739,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,0,48463
740,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,0,37582
741,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,0,41053
742,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,0,64373
743,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,1,0,54352
744,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,0,48463
745,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,0,87598
746,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,1,0,0,58912
747,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,0,89330
748,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,0,40622
749,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,0,1,80948
750,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,0,48463
751,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,0,1,97310
752,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,0,87598
753,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,0,1,64373
754,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,0,48463
755,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,0,44473
756,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,1,0,0,0,64373
757,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,0,69693
758,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,0,48463
759,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,1,0,0,0,69693
760,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,0,80948
761,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,1,0,0,0,64373
762,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,0,37582
763,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,0,1,69693
764,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,1,0,0,0,54352
765,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,0,44232
766,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,0,37582
767,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,0,1,48463
768,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,1,0,0,82490
769,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,0,97310
770,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,0,1,44473
771,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,0,44232
772,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,0,1,0,80948
773,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,0,89330
774,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,0,1,48463
775,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,0,41053
776,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,0,1,58912
777,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,0,69693
778,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,0,95578
779,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,0,1,64373
780,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,0,89330
781,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,0,40622
782,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,0,82490
783,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,1,0,0,64373
784,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,0,44473
785,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,1,0,41053
786,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,0,1,54352
787,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,0,69693
788,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,0,1,40622
789,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,0,44232
790,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,0,40622
791,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,0,54352
792,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,0,48463
793,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,0,1,87598
794,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,0,1,58912
795,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,0,1,95578
796,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,0,41053
797,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,0,87598
798,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,0,87598
799,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,0,1,87598
800,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,0,41053
801,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,0,69693
802,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,0,82490
803,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,0,1,44473
804,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,0,0,1,40622
805,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,0,1,80948
806,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,0,1,95578
807,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,0,1,41053
808,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,0,37582
809,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,1,0,95578
810,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,0,0,1,80948
811,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,0,40622
812,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,0,87598
813,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,0,1,44473
814,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,0,87598
815,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,1,0,58912
816,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,0,1,54352
817,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,0,80948
818,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,1,0,0,0,54352
819,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,0,1,41053
820,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,0,1,44473
821,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,0,1,64373
822,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,1,0,82490
823,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,0,37582
824,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,0,89330
825,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,0,48463
826,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,0,37582
827,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,1,0,0,0,80948
828,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,1,0,0,0,64373
829,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,0,1,75963
830,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,0,89330
831,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,0,1,97310
832,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,0,40622
833,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,0,1,89330
834,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,0,48463
835,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,1,0,0,0,54352
836,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,0,64232
837,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,1,0,58912
838,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,0,48463
839,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,0,1,48463
840,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,0,97310
841,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,0,48463
842,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,0,1,64232
843,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,0,58912
844,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,0,1,54352
845,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,0,1,97310
846,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,0,64232
847,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,0,95578
848,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,0,87598
849,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,0,1,89330
850,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,0,54352
851,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,0,1,48463
852,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,0,1,44473
853,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,0,80948
854,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,0,44232
855,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,0,48463
856,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,0,54352
857,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,0,1,87598
858,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,0,1,0,64232
859,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,0,82490
860,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,0,54352
861,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,0,64373
862,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,0,97310
863,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,0,44232
864,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,0,1,87598
865,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,0,1,58912
866,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,0,41053
867,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,0,44232
868,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,1,0,0,54352
869,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,0,1,0,82490
870,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,0,44232
871,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,0,89330
872,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,0,75963
873,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,0,48463
874,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,1,0,0,0,54352
875,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,0,1,40622
876,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,0,1,44232
877,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,1,0,0,64373
878,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,0,40622
879,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,0,80948
880,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,0,44473
881,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,1,0,0,82490
882,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,0,82490
883,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,0,1,75963
884,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,0,69693
885,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,0,54352
886,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,0,1,54352
887,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,0,69693
888,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,0,58912
889,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,1,0,0,0,69693
890,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,0,64373
891,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,0,89330
892,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,0,69693
893,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,0,1,44232
894,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,0,82490
895,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,0,87598
896,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,0,64232
897,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,0,82490
898,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,0,69693
899,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,0,54352
900,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,0,1,75963
901,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,0,1,64232
902,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,0,87598
903,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,0,69693
904,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,0,89330
905,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,0,69693
906,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,0,0,1,40622
907,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,0,87598
908,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,0,75963
909,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,0,1,87598
910,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,0,95578
911,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,0,44473
912,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,1,0,0,0,95578
913,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,0,97310
914,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,0,58912
915,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,0,1,97310
916,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,0,75963
917,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,0,0,1,75963
918,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,0,89330
919,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,0,1,89330
