,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Beijing,startLocation_Shijiazhuang,startLocation_Taiyuan,startLocation_Tianjin,endLocation_Beijing,endLocation_Shijiazhuang,endLocation_Taiyuan,endLocation_Tianjin,timespan_2,timespan_3,timespan_4,timespan_5,cost
611,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,1,0,0,13911
612,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31077
613,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,1,0,0,28737
614,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,1,53927
615,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,1,30019
616,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,0,1,16431
617,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,1,0,0,0,30019
618,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,1,0,0,32539
619,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,1,0,44479
620,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33777
621,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,0,1,58787
622,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,0,1,44479
623,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,22851
624,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,1,0,0,0,58787
625,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,1,0,0,0,13911
626,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,1,0,0,0,48079
627,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,1,0,0,33777
628,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,1,0,35419
629,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,58787
630,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,1,53927
631,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,1,0,0,49787
632,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,0,1,22851
633,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,58787
634,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33777
635,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,32539
636,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,1,0,30019
637,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,13911
638,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,1,0,0,44479
639,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,1,0,0,13911
640,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,44479
641,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,1,53927
642,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,58787
643,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,58787
644,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33777
645,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,58787
646,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,1,0,0,0,13911
647,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,1,0,0,28737
648,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28737
649,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,1,0,0,44479
650,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,1,0,0,32539
651,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,1,0,35419
652,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,1,0,0,52399
653,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,1,0,28737
654,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,1,0,0,16431
655,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,1,0,16431
656,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,1,0,49787
657,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,1,0,0,13911
658,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,53927
659,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,1,0,0,24831
660,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,1,0,0,49787
661,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,1,0,0,49787
662,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,1,0,0,28737
663,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,1,0,0,0,21051
664,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,1,0,24831
665,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,1,0,0,35419
666,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,1,53927
667,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,1,0,0,0,13911
668,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,1,0,0,0,44479
669,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,1,0,0,32539
670,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,1,0,0,0,49787
671,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,0,1,52399
672,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,0,1,16431
673,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,49787
674,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,1,0,0,52399
675,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,44479
676,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,58787
677,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,1,0,0,0,58787
678,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,1,0,0,0,13911
679,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,16431
680,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,22851
681,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,1,0,0,58787
682,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,1,0,0,13911
683,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,1,28737
684,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31077
685,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,1,21051
686,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,1,0,0,31077
687,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,1,30019
688,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,1,0,0,16431
689,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,1,0,0,28737
690,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,1,0,0,32539
691,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,1,0,0,22851
692,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,1,0,58787
693,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,1,0,0,31077
694,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,1,0,0,0,32539
695,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,1,0,52399
696,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,0,1,35419
697,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,1,0,0,30019
698,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,1,0,0,32539
699,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,1,35419
700,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,1,0,0,52399
701,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31077
702,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28737
703,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,1,48079
704,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,53927
705,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,1,0,0,24831
706,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,1,0,0,0,35419
707,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,48079
708,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,1,0,32539
709,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,58787
710,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,1,0,0,48079
711,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,1,0,49787
712,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,1,0,0,13911
713,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,1,0,49787
714,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,1,0,0,0,52399
715,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,32539
716,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,1,0,0,0,53927
717,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,1,0,28737
718,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,1,0,0,44479
719,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,1,0,0,0,21051
720,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,48079
721,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28737
722,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,1,0,28737
723,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,1,0,52399
724,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33777
725,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31077
726,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,1,0,0,49787
727,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,1,0,22851
728,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,1,0,0,0,35419
729,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21051
730,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,32539
731,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,1,0,0,0,44479
732,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,1,0,0,0,44479
733,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,1,0,21051
734,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,1,0,0,33777
735,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,1,0,28737
736,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,1,0,49787
737,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,1,0,0,32539
738,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22851
739,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,1,0,21051
740,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,1,0,0,44479
741,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,1,0,0,0,35419
742,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,16431
743,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28737
744,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,1,0,13911
745,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,0,1,22851
746,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,1,0,44479
747,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,32539
748,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,1,0,33777
749,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,1,0,24831
750,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,1,0,0,0,24831
751,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,1,0,0,0,32539
752,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,48079
753,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,1,0,0,22851
754,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,1,0,0,0,49787
755,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,1,0,28737
756,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,1,0,0,0,14991
757,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,1,0,0,0,44479
758,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,1,21051
759,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,1,35419
760,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,1,0,21051
761,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,1,0,35419
762,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,1,0,0,0,49787
763,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14991
764,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,1,30019
765,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,1,0,0,31077
766,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,1,0,33777
767,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,1,0,14991
768,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,1,0,0,22851
769,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,1,0,28737
770,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,1,0,0,0,53927
771,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,1,0,0,0,30019
772,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,1,0,44479
773,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,32539
774,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,1,0,0,0,16431
775,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,44479
776,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,58787
777,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28737
778,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,1,0,0,0,48079
779,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31077
780,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31077
781,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,1,0,31077
782,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,1,0,0,0,24831
783,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28737
784,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,1,0,0,58787
785,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,1,0,0,0,58787
786,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,1,0,30019
787,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,1,13911
788,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,1,0,0,0,13911
789,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,1,0,0,33777
790,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,0,1,58787
791,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31077
792,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,1,49787
793,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,1,0,0,0,53927
794,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31077
795,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,1,0,21051
796,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,1,0,58787
797,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,1,0,0,24831
798,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,1,0,33777
799,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,1,0,0,0,14991
800,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,1,0,0,32539
801,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21051
802,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,1,0,49787
803,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,44479
804,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,1,0,0,0,22851
805,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,1,0,0,48079
806,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14991
807,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,1,0,53927
808,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,1,0,33777
809,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,1,0,0,0,30019
810,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,1,0,0,31077
811,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,1,0,0,28737
812,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,1,53927
813,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,1,0,44479
814,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,1,0,0,35419
815,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,1,0,48079
816,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,1,53927
817,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,1,0,0,44479
818,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,1,0,0,0,14991
819,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,1,0,52399
820,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,0,1,58787
821,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,16431
822,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,13911
823,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,1,0,0,0,52399
824,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,32539
825,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,1,0,0,0,53927
826,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,1,0,0,14991
827,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,1,21051
828,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21051
829,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,1,0,0,0,52399
830,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31077
831,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,48079
832,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,1,0,0,0,30019
833,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,1,0,0,16431
834,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,0,1,14991
835,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,1,0,44479
836,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,1,21051
837,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,30019
838,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,0,1,16431
839,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,1,0,22851
840,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,1,0,0,28737
841,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,0,1,52399
842,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,1,0,0,0,53927
843,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,1,49787
844,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,1,0,14991
845,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,44479
846,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28737
847,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,1,0,32539
848,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,1,0,0,28737
849,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,1,0,0,32539
850,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,1,0,0,31077
851,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,1,0,0,0,44479
852,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,1,0,0,48079
853,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,1,0,0,35419
854,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,1,0,0,0,13911
855,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,32539
856,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,1,0,58787
857,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28737
858,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,1,0,28737
859,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,16431
860,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24831
861,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,1,0,0,31077
862,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31077
863,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,1,0,0,0,32539
864,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,0,1,16431
865,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,1,0,0,14991
866,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,1,13911
867,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,1,0,0,21051
868,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,1,0,31077
869,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24831
870,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,1,0,16431
871,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,1,0,0,0,13911
872,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,1,48079
873,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,1,0,0,16431
874,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,32539
875,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28737
876,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,1,0,0,32539
877,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,1,30019
878,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31077
879,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,0,1,58787
880,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,1,0,0,48079
881,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22851
882,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,1,0,21051
883,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,0,1,44479
884,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33777
885,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,1,0,32539
886,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,32539
887,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22851
888,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,0,1,49787
889,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,0,1,44479
890,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,1,0,0,24831
891,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,1,0,0,58787
892,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,0,1,53927
893,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,1,0,0,0,35419
894,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,1,0,0,52399
895,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,1,0,53927
896,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,1,0,0,35419
897,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,1,0,24831
898,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,1,0,24831
899,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,1,0,0,0,30019
900,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,58787
901,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,1,0,44479
902,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,1,0,0,31077
903,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,1,0,0,0,14991
904,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,44479
905,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,1,0,48079
906,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31077
907,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,1,0,33777
908,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,1,0,0,16431
909,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,44479
910,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,0,1,22851
911,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,1,0,0,0,44479
912,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22851
913,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,1,0,0,28737
914,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,32539
915,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,1,0,35419
916,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14991
917,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14991
