,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Beijing,startLocation_Shijiazhuang,startLocation_Taiyuan,startLocation_Tianjin,endLocation_Beijing,endLocation_Shijiazhuang,endLocation_Taiyuan,endLocation_Tianjin,timespan_2,timespan_3,timespan_4,timespan_5,timespan_6,cost
1617,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,22766
1618,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,72599
1619,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,43048
1620,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,72599
1621,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,81451
1622,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,61599
1623,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,66599
1624,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,43048
1625,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,72599
1626,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,72599
1627,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,41573
1628,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,45073
1629,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,39798
1630,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,22766
1631,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,41573
1632,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,19266
1633,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,81451
1634,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,31654
1635,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,22766
1636,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,22766
1637,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,41573
1638,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,46798
1639,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,68951
1640,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,43048
1641,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,68951
1642,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,41573
1643,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,43048
1644,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,43048
1645,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,19266
1646,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,74701
1647,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,20766
1648,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31654
1649,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,74701
1650,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,66599
1651,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,49073
1652,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,45073
1653,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,81451
1654,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,46798
1655,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,29154
1656,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,45073
1657,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,20766
1658,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,20766
1659,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,49073
1660,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,39798
1661,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,41573
1662,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,43048
1663,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,34404
1664,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,41573
1665,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,39798
1666,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,45073
1667,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,61599
1668,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,19266
1669,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,72599
1670,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,34404
1671,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,68951
1672,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31654
1673,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,41573
1674,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,61599
1675,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,19266
1676,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,39798
1677,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,34404
1678,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,19266
1679,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,66599
1680,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,72599
1681,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,61599
1682,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,46798
1683,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,41573
1684,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,72599
1685,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,49073
1686,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,34404
1687,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,39798
1688,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,39798
1689,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31654
1690,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,72599
1691,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,45073
1692,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,29154
1693,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,68951
1694,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,34404
1695,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,43048
1696,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,34404
1697,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,61599
1698,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,61599
1699,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,74701
1700,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,72599
1701,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,34404
1702,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,22766
1703,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,61599
1704,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,19266
1705,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,19266
1706,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,39798
1707,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,41573
1708,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,22766
1709,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,72599
1710,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,68951
1711,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,19266
1712,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,49073
1713,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,61599
1714,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,39798
1715,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,72599
1716,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,43048
1717,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,49073
1718,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,61599
1719,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,49073
1720,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,66599
1721,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,29154
1722,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,29154
1723,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,20766
1724,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31654
1725,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,43048
1726,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,49073
1727,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,41573
1728,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,45073
1729,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,20766
1730,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,66599
1731,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39798
1732,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,34404
1733,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,19266
1734,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,66599
1735,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,34404
1736,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,22766
1737,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,20766
1738,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,72599
1739,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,39798
1740,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,34404
1741,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,22766
1742,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,34404
1743,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,72599
1744,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,29154
1745,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,34404
1746,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,22766
1747,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,29154
1748,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31654
1749,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,45073
1750,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,46798
1751,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,31654
1752,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,49073
1753,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20766
1754,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,20766
1755,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,45073
1756,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20766
1757,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,29154
1758,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,45073
1759,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,29154
1760,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31654
1761,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,29154
1762,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,19266
1763,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,66599
1764,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,46798
1765,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,74701
1766,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,81451
1767,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,29154
1768,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,45073
1769,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,29154
1770,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,43048
1771,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,81451
1772,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,68951
1773,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,81451
1774,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,34404
1775,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,46798
1776,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,19266
1777,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,20766
1778,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,81451
1779,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,61599
1780,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,72599
1781,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,46798
1782,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,31654
1783,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,66599
1784,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,29154
1785,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29154
1786,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,34404
1787,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,61599
1788,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,81451
1789,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,61599
1790,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,19266
1791,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,39798
1792,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,20766
1793,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,43048
1794,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,29154
1795,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,41573
1796,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29154
1797,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,41573
1798,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,72599
1799,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,49073
1800,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,74701
1801,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,43048
1802,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,43048
1803,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,46798
1804,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,41573
1805,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,81451
1806,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31654
1807,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,74701
1808,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,43048
1809,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29154
1810,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,41573
1811,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,61599
1812,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,66599
1813,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,22766
1814,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,43048
1815,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,49073
1816,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,68951
1817,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,66599
1818,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,29154
1819,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,72599
1820,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,31654
1821,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,66599
1822,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,20766
1823,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,74701
1824,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,41573
1825,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,43048
1826,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,34404
1827,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,68951
1828,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,41573
1829,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,46798
1830,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,74701
1831,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,41573
1832,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,22766
1833,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,45073
1834,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,49073
1835,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,43048
1836,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,45073
1837,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,34404
1838,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,61599
1839,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,68951
1840,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,22766
1841,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,61599
1842,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,61599
1843,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,81451
1844,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,49073
1845,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,34404
1846,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,22766
1847,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,20766
1848,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,31654
1849,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,45073
1850,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,20766
1851,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,66599
1852,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,39798
1853,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,19266
1854,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,66599
1855,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,68951
1856,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31654
1857,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,39798
1858,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,43048
1859,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,72599
1860,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,22766
1861,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,29154
1862,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,29154
1863,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,41573
1864,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,74701
1865,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,74701
1866,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,29154
1867,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,20766
1868,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,22766
1869,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,34404
1870,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,66599
1871,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,72599
1872,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,34404
1873,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,61599
1874,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,22766
1875,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,29154
1876,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,49073
1877,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39798
1878,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,34404
1879,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,19266
1880,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,68951
1881,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,81451
1882,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,66599
1883,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,49073
1884,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,61599
1885,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,22766
1886,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,41573
1887,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,22766
1888,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,43048
1889,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,29154
1890,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,34404
1891,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,66599
1892,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,34404
1893,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,68951
1894,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,72599
1895,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,41573
1896,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,74701
1897,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,34404
1898,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,22766
1899,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,43048
1900,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,49073
1901,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,41573
1902,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,41573
1903,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,41573
1904,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,46798
