,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
656,50,2.0,50.0,6000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,3.0,6,7,80,17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,201.0,0.0,162.0,462.0,825.0,0.0,2.0,0.0,0.0,825,672,0,1497,0.0,0.0,2,0,3,1,0.0,5,0.0,0,0.0,1.0,13,0.0,1.0,672.0,0.0,0.0,0.0,272,0,0,0,0,0,0.0,2.0,0.0,0,5,9,0.0,0.0
657,50,2.0,50.0,6000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,3.0,6,5,78,67,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,264.0,1.0,0.0,475.0,739.0,0.0,2.0,0.0,0.0,874,468,0,1342,0.0,0.0,2,0,2,2,0.0,7,0.0,1,2.0,1.0,78,0.0,1.0,240.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0,4,9,0.0,0.0
658,45,2.0,50.0,5000,0.0,0.0,0.0,2.0,0.0,0.0,1.0,13.0,1.0,0.0,0.0,6.0,6,7,91,67,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,992.0,992.0,0.0,2.0,0.0,0.0,1013,0,0,1013,0.0,0.0,1,0,3,1,0.0,6,0.0,0,0.0,1.0,91,0.0,1.0,160.0,2.0,0.0,0.0,0,0,101,0,0,0,0.0,1.0,0.0,0,4,9,0.0,0.0
659,50,2.0,60.0,5520,0.0,0.0,1.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,3.0,5,7,97,20,0.0,0.0,8.0,9.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,68.0,1.0,0.0,497.0,565.0,0.0,0.0,0.0,0.0,565,651,0,1216,1.0,0.0,1,0,3,1,0.0,6,0.0,1,2.0,2.0,97,2.0,1.0,355.0,2.0,0.0,0.0,0,0,180,0,0,0,0.0,0.0,0.0,0,4,9,0.0,0.0
660,20,2.0,99.0,5940,0.0,0.0,1.0,0.0,0.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,4,7,71,67,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,6.0,,6.0,,,,0.0,0.0,0.0,1.0,896,0,0,896,,,1,0,2,1,0.0,4,0.0,0,0.0,1.0,71,0.0,1.0,280.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,4,9,3.0,2.0
661,50,2.0,52.0,6240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,3.0,4,7,88,67,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,80.0,1.0,0.0,624.0,704.0,0.0,2.0,0.0,0.0,624,512,0,1136,0.0,1.0,1,0,2,1,0.0,6,0.0,0,0.0,1.0,27,0.0,1.0,336.0,0.0,0.0,0.0,0,365,80,0,0,0,0.0,1.0,0.0,0,8,9,0.0,0.0
662,30,2.0,67.0,6120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,5,6,72,22,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,808,0,0,808,0.0,0.0,1,0,1,1,0.0,6,1.0,0,0.0,0.0,92,0.0,1.0,164.0,0.0,0.0,2.0,0,48,0,0,0,0,0.0,1.0,0.0,0,6,9,0.0,0.0
663,50,2.0,52.0,6240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,3.0,7,5,78,67,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,300.0,0.0,240.0,449.0,989.0,0.0,0.0,0.0,0.0,1245,764,0,2009,0.0,0.0,2,0,4,1,0.0,7,1.0,1,2.0,1.0,78,0.0,2.0,400.0,0.0,0.0,0.0,0,20,0,0,0,0,0.0,0.0,0.0,0,1,9,0.0,0.0
664,70,2.0,51.0,6120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,1.0,5,5,94,67,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,203.0,1.0,0.0,897.0,1100.0,0.0,0.0,0.0,0.0,1226,676,0,1902,0.0,0.0,2,0,4,1,0.0,7,0.0,0,0.0,1.0,57,0.0,2.0,576.0,0.0,0.0,0.0,0,139,55,0,0,0,0.0,1.0,0.0,0,10,9,0.0,0.0
665,50,1.0,60.0,9144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,3.0,6,4,102,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,810.0,810.0,0.0,2.0,0.0,0.0,1170,546,0,1716,0.0,0.0,2,0,4,1,1.0,8,0.0,0,0.0,1.0,47,0.0,2.0,672.0,0.0,0.0,0.0,0,195,0,0,0,0,0.0,1.0,0.0,0,3,9,0.0,0.0
666,60,2.0,57.0,8094,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,4.0,5.0,6,8,107,34,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,196.0,1.0,0.0,1046.0,1242.0,0.0,1.0,0.0,0.0,1242,742,0,1984,0.0,0.0,2,0,5,1,0.0,8,0.0,0,0.0,1.0,38,3.0,1.0,360.0,1.0,1.0,0.0,64,0,180,0,0,0,0.0,0.0,2.0,1000,9,9,0.0,0.0
667,50,2.0,63.0,4347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,6,8,107,67,2.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,796.0,796.0,0.0,2.0,0.0,0.0,825,784,0,1609,0.0,0.0,1,0,3,1,0.0,7,0.0,0,0.0,1.0,107,0.0,1.0,228.0,2.0,2.0,1.0,0,182,0,0,0,0,0.0,1.0,0.0,0,6,9,0.0,0.0
668,30,2.0,67.0,6291,1.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,0.0,6,6,87,67,0.0,0.0,10.0,8.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,768.0,768.0,0.0,0.0,0.0,0.0,768,0,0,768,0.0,0.0,1,0,1,1,0.0,4,0.0,0,0.0,1.0,87,0.0,2.0,440.0,0.0,0.0,1.0,0,0,84,0,0,0,0.0,1.0,0.0,0,7,9,0.0,0.0
669,70,2.0,60.0,10266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,1.0,6,6,65,65,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,1.0,0.0,396.0,768.0,0.0,0.0,0.0,1.0,768,768,0,1536,0.0,0.0,1,1,4,1,0.0,7,0.0,0,0.0,1.0,65,0.0,1.0,308.0,0.0,0.0,0.0,0,216,80,0,0,0,0.0,1.0,0.0,0,5,9,1.0,2.0
670,50,2.0,60.0,6876,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,3.0,6,6,79,59,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1272.0,1272.0,0.0,0.0,0.0,0.0,1272,0,697,1969,0.0,0.0,2,0,4,1,0.0,9,2.0,1,2.0,1.0,79,0.0,2.0,400.0,0.0,0.0,0.0,0,34,0,0,0,0,0.0,1.0,0.0,0,11,9,1.0,0.0
671,50,2.0,67.0,10320,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,3.0,5,6,102,39,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,880.0,880.0,0.0,1.0,0.0,0.0,880,428,0,1308,0.0,0.0,2,0,2,1,0.0,6,0.0,0,0.0,1.0,67,0.0,2.0,400.0,2.0,2.0,0.0,0,0,117,0,0,0,0.0,1.0,0.0,0,4,9,0.0,0.0
672,30,2.0,60.0,7200,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,1.0,0.0,0.0,0.0,6,7,92,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1040.0,1040.0,0.0,1.0,0.0,0.0,1040,0,0,1040,0.0,0.0,1,0,2,1,0.0,5,0.0,0,0.0,1.0,24,0.0,2.0,320.0,0.0,0.0,0.0,0,132,0,0,0,0,0.0,1.0,0.0,0,7,9,0.0,0.0
673,50,2.0,62.0,7006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,3.0,6,6,92,67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,121.0,1.0,0.0,647.0,768.0,0.0,0.0,0.0,0.0,788,448,0,1236,1.0,0.0,2,0,3,1,0.0,6,0.0,1,2.0,1.0,32,0.0,1.0,384.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,8,9,0.0,3.0
674,30,2.0,60.0,10320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,0.0,5,8,105,26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,451.0,451.0,0.0,0.0,0.0,0.0,759,0,0,759,0.0,0.0,1,0,1,1,0.0,5,0.0,0,0.0,1.0,20,0.0,2.0,576.0,0.0,0.0,1.0,40,0,0,0,0,0,0.0,1.0,0.0,0,8,9,3.0,3.0
675,190,2.0,60.0,10320,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,4.0,1.0,3,3,102,67,0.0,0.0,11.0,13.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,536.0,536.0,0.0,2.0,1.0,2.0,808,536,0,1344,0.0,0.0,2,0,3,2,0.0,8,0.0,0,0.0,3.0,38,3.0,0.0,0.0,1.0,1.0,1.0,42,0,204,0,0,0,0.0,1.0,0.0,0,5,9,0.0,0.0
676,20,1.0,82.0,9488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5,6,70,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1046.0,1046.0,0.0,1.0,1.0,0.0,1054,0,0,1054,0.0,0.0,1,0,3,1,0.0,6,0.0,0,0.0,1.0,70,0.0,1.0,240.0,0.0,0.0,0.0,0,60,122,0,0,0,0.0,1.0,0.0,0,9,9,0.0,2.0
677,85,1.0,67.0,11235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,4.0,5,6,54,54,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,784.0,1.0,0.0,197.0,981.0,0.0,0.0,0.0,0.0,1075,0,0,1075,1.0,0.0,1,0,3,1,1.0,6,0.0,0,0.0,1.0,21,0.0,2.0,440.0,0.0,0.0,0.0,64,0,0,0,64,0,0.0,0.0,0.0,0,5,9,0.0,2.0
678,80,1.0,80.0,13014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,2.0,6,5,39,39,0.0,0.0,2.0,3.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,528.0,1.0,0.0,480.0,1008.0,0.0,0.0,0.0,0.0,1096,0,0,1096,1.0,0.0,1,0,3,1,0.0,6,0.0,1,4.0,0.0,39,0.0,2.0,484.0,0.0,0.0,0.0,168,0,0,0,0,0,0.0,1.0,0.0,0,12,9,0.0,0.0
679,20,1.0,68.0,10265,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,5,7,50,12,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,758.0,1.0,0.0,234.0,992.0,0.0,2.0,0.0,0.0,992,0,0,992,1.0,0.0,1,0,3,1,1.0,6,0.0,0,0.0,0.0,50,2.0,1.0,294.0,0.0,0.0,0.0,204,0,0,0,0,0,0.0,0.0,2.0,600,7,9,0.0,0.0
680,85,1.0,67.0,7703,0.0,0.0,1.0,0.0,0.0,3.0,0.0,10.0,1.0,0.0,0.0,4.0,6,8,39,39,0.0,0.0,2.0,2.0,3.0,40.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,450.0,1.0,0.0,0.0,450.0,0.0,2.0,0.0,0.0,1034,0,0,1034,0.0,1.0,1,0,3,1,0.0,6,0.0,1,3.0,4.0,39,1.0,2.0,504.0,0.0,0.0,0.0,311,0,0,0,0,0,0.0,3.0,0.0,0,5,9,0.0,0.0
681,20,1.0,67.0,9981,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,5,5,50,50,0.0,0.0,4.0,4.0,1.0,340.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,221.0,1.0,0.0,852.0,1073.0,0.0,1.0,0.0,0.0,1073,0,0,1073,0.0,0.0,1,0,3,1,0.0,6,0.0,0,0.0,0.0,50,2.0,1.0,270.0,0.0,0.0,0.0,0,90,0,0,0,0,0.0,0.0,0.0,0,3,9,0.0,0.0
682,85,1.0,67.0,7400,0.0,0.0,1.0,0.0,0.0,3.0,0.0,10.0,1.0,0.0,0.0,4.0,5,5,33,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,104.0,5.0,956.0,0.0,1060.0,0.0,0.0,0.0,0.0,1126,0,0,1126,1.0,0.0,1,0,2,1,0.0,5,0.0,0,0.0,0.0,33,0.0,2.0,506.0,0.0,0.0,0.0,178,0,0,0,0,0,0.0,1.0,0.0,0,3,9,0.0,0.0
683,190,1.0,60.0,12900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,5,4,97,67,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,1300.0,1.0,0.0,0.0,1300.0,0.0,3.0,0.0,0.0,1140,0,0,1140,1.0,0.0,1,0,3,1,0.0,6,0.0,0,0.0,6.0,97,0.0,2.0,400.0,0.0,0.0,0.0,0,0,190,0,0,0,0.0,1.0,0.0,0,1,9,0.0,4.0
684,20,1.0,94.0,9239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5,8,54,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,634.0,1.0,0.0,326.0,960.0,0.0,2.0,0.0,0.0,960,0,0,960,1.0,0.0,1,0,3,1,1.0,6,0.0,0,0.0,0.0,54,1.0,1.0,300.0,0.0,0.0,0.0,168,0,0,0,0,0,0.0,1.0,0.0,0,5,9,0.0,0.0
685,20,1.0,88.0,14175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,6,8,61,61,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,776.0,1.0,0.0,212.0,988.0,0.0,0.0,0.0,1.0,1188,0,0,1188,1.0,0.0,1,0,1,1,0.0,4,0.0,1,1.0,0.0,61,0.0,2.0,621.0,0.0,0.0,0.0,102,89,231,0,0,0,0.0,1.0,0.0,0,6,9,0.0,0.0
686,190,1.0,67.0,10532,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,0.0,0.0,0.0,5,3,57,57,3.0,1.0,3.0,3.0,2.0,275.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,988.0,1.0,0.0,0.0,988.0,0.0,1.0,0.0,0.0,1721,0,0,1721,1.0,0.0,2,0,3,1,0.0,7,3.0,2,1.0,4.0,57,0.0,2.0,626.0,0.0,0.0,0.0,50,84,0,0,0,0,0.0,1.0,0.0,0,12,9,0.0,2.0
687,50,1.0,63.0,8375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,3.0,5,7,76,44,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,336.0,1.0,0.0,240.0,576.0,0.0,1.0,0.0,0.0,864,486,0,1350,1.0,0.0,1,1,2,1,1.0,6,2.0,0,0.0,5.0,44,0.0,3.0,627.0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0,6,9,0.0,0.0
688,80,1.0,67.0,10200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,2.0,5,8,47,47,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,704.0,1.0,0.0,160.0,864.0,0.0,2.0,0.0,0.0,904,0,0,904,0.0,0.0,1,0,3,1,1.0,5,0.0,0,0.0,5.0,38,0.0,3.0,912.0,0.0,0.0,0.0,143,0,0,0,0,0,0.0,0.0,0.0,0,6,9,0.0,0.0
689,20,1.0,82.0,20270,0.0,0.0,1.0,0.0,0.0,3.0,0.0,14.0,1.0,0.0,0.0,0.0,7,6,38,38,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,599.0,1.0,0.0,925.0,1524.0,0.0,0.0,0.0,0.0,1524,0,0,1524,1.0,0.0,2,0,3,1,0.0,7,0.0,2,2.0,0.0,38,1.0,2.0,478.0,0.0,0.0,0.0,140,0,0,0,0,0,0.0,1.0,0.0,0,4,9,0.0,0.0
690,50,1.0,50.0,5190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,3.0,7,5,69,67,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,570.0,570.0,0.0,0.0,0.0,0.0,617,462,0,1079,0.0,0.0,1,0,2,1,0.0,5,0.0,1,2.0,0.0,69,0.0,1.0,249.0,0.0,0.0,0.0,135,0,0,0,0,0,0.0,1.0,0.0,0,1,9,0.0,0.0
691,30,1.0,85.0,19550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,5,7,77,10,3.0,1.0,12.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1035.0,1.0,0.0,545.0,1580.0,0.0,2.0,0.0,0.0,1518,0,0,1518,1.0,0.0,1,0,2,1,3.0,5,0.0,2,2.0,3.0,38,3.0,0.0,0.0,1.0,1.0,0.0,0,39,0,0,0,0,0.0,1.0,0.0,0,1,9,0.0,0.0
692,20,1.0,68.0,9571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,5,6,61,61,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,870.0,1.0,0.0,639.0,1509.0,0.0,0.0,0.0,1.0,1509,0,0,1509,1.0,0.0,1,0,3,1,1.0,6,0.0,1,1.0,0.0,61,0.0,1.0,322.0,0.0,0.0,0.0,158,0,0,0,576,0,0.0,0.0,0.0,0,7,9,0.0,0.0
693,90,1.0,50.0,9350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,3.0,4.0,5,5,42,42,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,864.0,1.0,0.0,0.0,864.0,0.0,3.0,1.0,0.0,864,0,0,864,1.0,0.0,1,0,2,1,0.0,4,0.0,0,0.0,3.0,38,3.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0,4,9,0.0,0.0
694,60,1.0,50.0,9360,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,1.0,0.0,0.0,1.0,6,8,55,16,0.0,0.0,0.0,0.0,3.0,216.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,1.0,0.0,297.0,621.0,0.0,0.0,0.0,0.0,621,648,0,1269,0.0,0.0,1,1,3,1,0.0,7,0.0,0,0.0,1.0,55,0.0,1.0,280.0,0.0,0.0,0.0,0,236,0,0,0,0,0.0,3.0,0.0,0,11,9,0.0,0.0
695,60,1.0,67.0,9771,0.0,0.0,3.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,1.0,6,5,22,15,0.0,0.0,2.0,2.0,1.0,190.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,779.0,1.0,0.0,298.0,1077.0,0.0,2.0,0.0,0.0,1093,1721,0,2814,0.0,1.0,2,1,4,1,1.0,9,0.0,1,1.0,2.0,22,1.0,2.0,614.0,0.0,0.0,0.0,48,32,0,0,216,0,0.0,2.0,0.0,0,6,9,0.0,0.0
696,20,1.0,80.0,9938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,7,5,23,23,0.0,0.0,2.0,2.0,1.0,251.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1271.0,1.0,0.0,331.0,1602.0,0.0,2.0,0.0,0.0,1626,0,0,1626,1.0,0.0,2,1,3,1,1.0,7,0.0,1,1.0,0.0,23,2.0,2.0,534.0,0.0,0.0,0.0,424,40,0,0,0,0,0.0,1.0,0.0,0,4,9,0.0,0.0
697,60,1.0,67.0,14171,0.0,0.0,2.0,0.0,0.0,3.0,0.0,9.0,1.0,0.0,0.0,1.0,7,5,24,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,355.0,1.0,0.0,457.0,812.0,0.0,2.0,0.0,0.0,1101,1099,0,2200,0.0,0.0,2,1,4,1,1.0,9,0.0,1,1.0,0.0,24,2.0,2.0,453.0,0.0,0.0,0.0,168,98,0,0,0,0,0.0,1.0,0.0,0,12,9,0.0,0.0
698,80,1.0,85.0,10541,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,2.0,7,5,21,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,672.0,672.0,0.0,2.0,0.0,0.0,1302,735,0,2037,0.0,0.0,2,1,3,1,1.0,8,0.0,1,1.0,0.0,21,1.0,2.0,472.0,0.0,0.0,0.0,100,33,0,0,0,0,0.0,1.0,0.0,0,2,9,0.0,0.0
699,60,1.0,65.0,10616,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,7,5,10,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,628.0,628.0,0.0,2.0,0.0,0.0,628,728,0,1356,0.0,0.0,2,1,3,1,1.0,6,0.0,1,2.0,2.0,10,1.0,2.0,484.0,0.0,0.0,0.0,100,24,0,0,0,0,0.0,1.0,0.0,0,3,9,2.0,1.0
700,20,1.0,65.0,9345,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,8,5,10,10,0.0,0.0,0.0,0.0,2.0,156.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,1615.0,1615.0,0.0,2.0,0.0,0.0,1615,0,0,1615,0.0,0.0,2,0,3,1,1.0,7,0.0,1,2.0,0.0,10,2.0,3.0,864.0,0.0,0.0,0.0,168,30,0,0,0,0,0.0,1.0,0.0,0,5,9,0.0,0.0
701,20,1.0,91.0,11778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,9,5,9,9,1.0,0.0,0.0,0.0,2.0,554.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2085.0,1.0,0.0,186.0,2271.0,0.0,2.0,0.0,0.0,2276,0,0,2276,1.0,0.0,2,0,3,1,2.0,7,0.0,2,2.0,0.0,9,2.0,3.0,1348.0,3.0,0.0,0.0,0,0,70,0,255,0,0.0,1.0,0.0,0,6,9,0.0,2.0
702,20,1.0,91.0,11778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,9,5,9,9,1.0,0.0,0.0,0.0,2.0,402.0,2.0,0.0,1.0,2.0,0.0,3.0,2.0,1153.0,1.0,0.0,598.0,1751.0,0.0,2.0,0.0,0.0,1766,0,0,1766,1.0,0.0,2,1,3,1,2.0,8,0.0,2,2.0,0.0,9,1.0,3.0,874.0,0.0,0.0,0.0,216,36,0,0,0,0,0.0,1.0,0.0,0,12,9,2.0,1.0
703,80,1.0,67.0,11454,0.0,0.0,2.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,2.0,8,5,22,22,0.0,0.0,0.0,0.0,1.0,302.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,770.0,1.0,0.0,631.0,1401.0,0.0,2.0,0.0,0.0,1511,0,0,1511,1.0,0.0,2,0,3,1,1.0,6,0.0,1,4.0,0.0,22,1.0,3.0,811.0,0.0,0.0,0.0,168,42,0,0,0,0,0.0,1.0,0.0,0,2,9,0.0,0.0
704,20,1.0,67.0,11500,0.0,0.0,1.0,2.0,0.0,3.0,0.0,14.0,1.0,0.0,0.0,0.0,6,6,51,51,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,262.0,5.0,723.0,197.0,1182.0,0.0,2.0,0.0,0.0,1643,0,0,1643,1.0,0.0,2,0,2,1,0.0,6,0.0,1,2.0,0.0,51,0.0,2.0,438.0,0.0,0.0,0.0,339,0,0,0,0,0,0.0,1.0,0.0,0,3,9,0.0,0.0
705,20,1.0,65.0,9750,0.0,0.0,0.0,3.0,0.0,0.0,1.0,17.0,1.0,0.0,0.0,0.0,5,7,23,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,722.0,1.0,0.0,268.0,990.0,0.0,2.0,0.0,0.0,990,0,0,990,1.0,0.0,1,0,3,1,0.0,5,0.0,0,0.0,1.0,20,0.0,2.0,528.0,0.0,0.0,0.0,168,0,0,0,0,0,0.0,1.0,0.0,0,8,9,0.0,0.0
